created,url,wbanno,lst_date,date,lon,lat,temp,max_temp,min_temp,precip,rad,max_rad,min_rad,rh,hours_included
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100319,3/19/10,-81.78,40.37,11.8,17.6,5.2,0,245,825,0,47,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100320,3/20/10,-81.78,40.37,11.6,18.4,6.1,0,197,791,0,51,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100321,3/21/10,-81.78,40.37,10.3,19.1,3.4,0,201,818,0,60,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100322,3/22/10,-81.78,40.37,8.7,14.6,3.6,28,138,745,0,87,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100323,3/23/10,-81.78,40.37,3.8,6.1,1.9,0.4,23,86,0,92,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100324,3/24/10,-81.78,40.37,8.3,14.1,2.2,0,229,836,0,58,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100325,3/25/10,-81.78,40.37,7.1,13.3,-0.3,13.9,48,401,0,70,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100326,3/26/10,-81.78,40.37,-0.8,2.9,-3,2.9,260,892,0,66,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100327,3/27/10,-81.78,40.37,3.7,12.6,-4.5,0,230,760,0,49,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100328,3/28/10,-81.78,40.37,8.4,11.1,5.7,6.6,50,285,0,72,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100329,3/29/10,-81.78,40.37,6.6,9.1,4,0,52,253,0,90,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100330,3/30/10,-81.78,40.37,5,9.7,0.4,0,204,828,0,76,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100331,3/31/10,-81.78,40.37,10.4,19,0.9,0,261,854,0,58,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100401,4/1/10,-81.78,40.37,18.7,26.8,9.9,0,268,875,0,36,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100402,4/2/10,-81.78,40.37,21.3,27.5,12.8,0,254,875,0,34,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100403,4/3/10,-81.78,40.37,19.2,25.8,11.8,0,144,605,0,38,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100404,4/4/10,-81.78,40.37,14.5,20.9,6.2,0,244,822,0,51,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100405,4/5/10,-81.78,40.37,19.6,24.6,15.5,0.2,211,799,0,44,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100406,4/6/10,-81.78,40.37,22,28.6,15.8,0.5,271,869,0,51,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100407,4/7/10,-81.78,40.37,22.4,24.3,20.7,0,209,698,0,39,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100408,4/8/10,-81.78,40.37,12.4,20.1,5.1,3.3,74,382,0,72,24
2/10/13 13:42,http://www1.ncdc.noaa.gov/pub/data/uscrn/products/hourly02/2010/CRNH0203-2010-OH_Coshocton_8_NNE.txt,54851,20100409,4/9/10,-81.78,40.37,4.5,7.3,2.3,0,110,462,0,62,24
